College,Sorority Name,Instagram Handle
"Columbia University","Kappa Delta",""
"Columbia University","Chi Omega",""
"Columbia University","Alpha Xi Delta",""
"Columbia University","Kappa Kappa Gamma",""
"Columbia University","Alpha Chi Omega",""
"Columbia University","Delta Zeta",""
"Columbia University","Alpha Gamma Delta",""
"Columbia University","Zeta Tau Alpha",""
"Columbia University","Alpha Kappa Alpha",""
"Columbia University","Delta Delta Delta",""
"Columbia University","",""
"Columbia University","Pi Beta Phi",""
"Columbia University","Alpha Phi",""
"Columbia University","Gamma Phi Beta",""
"Columbia University","Delta Gamma",""
"Columbia University","Sigma Delta Tau",""
"Columbia University","Alpha Omicron Pi",""
"Columbia University","Kappa Alpha Theta",""
"Columbia University","Sigma Alpha Omega",""
"Columbia University","Delta Sigma Theta",""
"Columbia University","Alpha Delta Pi",""
"Columbia University","Phi Mu",""
"Columbus State University","Phi Mu",""
"Columbus State University","Alpha Omicron Pi",""
"Columbus State University","Delta Zeta",""
"Columbus State University","Sigma Gamma Rho",""
"Columbus State University","Alpha Kappa Alpha",""
"Columbus State University","Zeta Phi Beta",""
"Columbus State University","Delta Sigma Theta",""
"Concordia College","Alpha Epsilon Phi",""
"Concordia College","Delta Phi Epsilon",""
"Connecticut College","Delta Phi Epsilon",""
"Connecticut College","Sigma Gamma Rho",""
"Connecticut College","Zeta Phi Beta",""
"Connecticut College","Sigma Delta Tau",""
"Connecticut College","Alpha Delta Pi",""
"Cornell University","Phi Sigma Sigma",""
"Cornell University","Zeta Tau Alpha",""
"Cornell University","Phi Mu",""
"Cornell University","Kappa Alpha Theta",""
"Cornell University","Delta Gamma",""
"Cornell University","Pi Beta Phi",""
"Cornell University","Alpha Epsilon Phi",""
"Cornell University","Alpha Xi Delta",""
"Cornell University","Kappa Kappa Gamma",""
"Cornell University","Delta Delta Delta",""
"Cornell University","Alpha Phi",""
"Cornell University","Alpha Chi Omega",""
"Cornell University","Sigma Delta Tau",""
"Cornell University","Delta Sigma Theta",""
"Cornell University","Alpha Kappa Alpha",""
"Cornell University","Alpha Omega Epsilon",""
"Cornell University","Zeta Phi Beta",""
"Cornell University","Kappa Delta",""
"Cornell University","",""
"Cornell University","Alpha Omicron Pi",""
"Cornell University","Sigma Gamma Rho",""
"Creighton University","Kappa Kappa Gamma",""
"Creighton University","Alpha Phi",""
"Creighton University","Theta Phi Alpha",""
"Creighton University","Pi Beta Phi",""
"Creighton University","Delta Zeta",""
"Creighton University","Delta Delta Delta",""
"Creighton University","Gamma Phi Beta",""
"Dalhousie University-St. Mary's University","",""
"Dartmouth College","Alpha Xi Delta",""
"Dartmouth College","Sigma Delta",""
"Dartmouth College","Delta Delta Delta",""
"Dartmouth College","Kappa Delta",""
"Dartmouth College","Alpha Phi",""
"Dartmouth College","Kappa Kappa Gamma",""
"Davidson College","Alpha Kappa Alpha",""
"Delaware Valley University","Sigma Alpha",""
"Delta State University","Delta Delta Delta",""
"Delta State University","Kappa Delta",""
"Delta State University","Zeta Phi Beta",""
"Delta State University","Alpha Kappa Alpha",""
"Delta State University","Phi Mu",""
"Delta State University","Delta Sigma Theta",""
"Denison University","Alpha Chi Omega",""
"Denison University","Kappa Alpha Theta",""
"Denison University","Pi Beta Phi",""
"Denison University","Delta Delta Delta",""
"Denison University","Kappa Kappa Gamma",""
"Denison University","Delta Gamma",""
"Denison University","Sigma Lambda Gamma",""
"Denison University","Lambda Theta Alpha",""
"Denison University","Delta Sigma Theta",""
"Denison University","Alpha Sigma Rho",""
"Denison University","Alpha Kappa Alpha",""
"Denison University","Sigma Gamma Rho",""
"DePaul University","Sigma Gamma Rho",""
"DePaul University","Alpha Phi Gamma",""
"DePaul University","Delta Sigma Theta",""
"DePaul University","Alpha Phi",""
"DePaul University","Alpha Sigma Alpha",""
"DePaul University","Delta Zeta",""
"DePaul University","Alpha Xi Delta",""
"DePaul University","",""
"DePaul University","Delta Gamma",""
"DePaul University","Phi Mu",""
"DePaul University","Chi Omega",""
"DePaul University","Alpha Omicron Pi",""
"DePauw University","Alpha Kappa Alpha",""
"DePauw University","Alpha Phi",""
"DePauw University","Pi Beta Phi",""
"DePauw University","Delta Gamma",""
"DePauw University","Kappa Kappa Gamma",""
"DePauw University","Alpha Chi Omega",""
"DePauw University","Kappa Alpha Theta",""
"Dickinson College","Delta Sigma Theta",""
"Dickinson College","Kappa Kappa Gamma",""
"Dickinson College","Pi Beta Phi",""
"Dickinson College","Kappa Alpha Theta",""
"Drake University","Kappa Kappa Gamma",""
"Drake University","Delta Gamma",""
"Drake University","Alpha Phi",""
"Drake University","Alpha Delta Pi",""
"Drake University","Kappa Alpha Theta",""
"Drake University","Delta Sigma Theta",""
"Drake University","Alpha Kappa Alpha",""
"Drexel University","Sigma Psi Zeta",""
"Drexel University","Alpha Kappa Alpha",""
"Drexel University","Chi Upsilon Sigma",""
"Drexel University","Alpha Sigma Alpha",""
"Drexel University","Delta Sigma Theta",""
"Drexel University","",""
"Drexel University","",""
"Drexel University","",""
"Drexel University","",""
"Drexel University","Sigma Alpha",""
"Drexel University","",""
"Drexel University","",""
"Drexel University","",""
"Drexel University","",""
"Drexel University","",""
"Drexel University","Phi Mu",""
"Drexel University","Zeta Phi Beta",""
"Drexel University","Gamma Sigma Sigma",""
"Drexel University","Delta Phi Epsilon",""
"Drexel University","Sigma Sigma Sigma",""
"Drexel University","Delta Zeta",""
"Drexel University","Delta Gamma",""
"Drexel University","Phi Sigma Sigma",""
"Drury University","Delta Delta Delta",""
"Drury University","Kappa Delta",""
"Drury University","Pi Beta Phi",""
"Drury University","Zeta Tau Alpha",""
"Duke University","Gamma Phi Beta",""
"Duke University","Zeta Phi Beta",""
"Duke University","Zeta Tau Alpha",""
"Duke University","Chi Omega",""
"Duke University","Kappa Kappa Gamma",""
"Duke University","","@dukesigmachi"
"Duke University","Sigma Gamma Rho",""
"Duke University","Theta Nu Xi",""
"Duke University","Omega Phi Beta",""
"Duke University","Alpha Kappa Alpha",""
"Duke University","Alpha Kappa Delta Phi",""
"Duke University","Delta Sigma Theta",""
"Duke University","Alpha Phi",""
"Duke University","Lambda Theta Alpha",""
"Duke University","Alpha Delta Pi",""
"Duke University","Kappa Alpha Theta",""
"Duke University","Delta Gamma",""
"Duke University","Delta Delta Delta",""
"Duke University","Pi Beta Phi",""
"East Carolina University","Zeta Tau Alpha",""
"East Carolina University","Sigma Sigma Sigma",""
"East Carolina University","Alpha Omicron Pi",""
"East Carolina University","Alpha Gamma Delta",""
"East Carolina University","Alpha Xi Delta",""
"East Carolina University","Alpha Delta Pi",""
"East Carolina University","Kappa Delta",""
"East Carolina University","Phi Mu",""
"East Carolina University","Delta Zeta",""
"East Carolina University","Alpha Phi",""
"East Carolina University","Sigma Alpha Omega",""
"East Carolina University","Chi Omega",""
"East Carolina University","",""
"East Tennessee State University","Sigma Kappa",""
"East Tennessee State University","Alpha Omicron Pi",""
"East Tennessee State University","Alpha Delta Pi",""
"East Tennessee State University","Alpha Xi Delta",""
"East Tennessee State University","Kappa Delta",""
"Eastern Illinois University","Sigma Kappa",""
"Eastern Illinois University","",""
"Eastern Illinois University","Alpha Gamma Delta",""
"Eastern Illinois University","Alpha Sigma Alpha",""
"Eastern Illinois University","Alpha Phi",""
"Eastern Illinois University","Delta Delta Delta",""
"Eastern Illinois University","Kappa Delta",""
"Eastern Illinois University","Delta Zeta",""
"Eastern Illinois University","Sigma Sigma Sigma",""
"Eastern Illinois University","Zeta Phi Beta",""
"Eastern Illinois University","Alpha Sigma Tau",""
"Eastern Illinois University","Delta Sigma Theta",""
"Eastern Kentucky University","",""
"Eastern Kentucky University","Sigma Gamma Rho",""
"Eastern Kentucky University","Delta Sigma Theta",""
"Eastern Kentucky University","Zeta Phi Beta",""
"Eastern Kentucky University","Sigma Kappa",""
"Eastern Kentucky University","Alpha Kappa Alpha",""
"Eastern Kentucky University","Alpha Delta Pi",""
"Eastern Kentucky University","Pi Beta Phi",""
"Eastern Kentucky University","Kappa Alpha Theta",""
"Eastern Kentucky University","Alpha Omicron Pi",""
"Eastern Kentucky University","Kappa Delta",""
"Eastern Kentucky University","Delta Zeta",""
"Eastern Kentucky University","Alpha Gamma Delta",""
"Eastern Kentucky University","Chi Omega",""
"Eastern Michigan University","Delta Zeta",""
"Eastern Michigan University","Alpha Sigma Tau",""
"Eastern Michigan University","Sigma Delta Tau",""
"Eastern Michigan University","Alpha Gamma Delta",""
"Eastern Michigan University","Alpha Xi Delta",""
"Eastern Michigan University","Alpha Kappa Alpha",""
"Eastern Michigan University","Sigma Sigma Sigma",""
"Eastern Michigan University","Zeta Phi Beta",""
"Eastern Michigan University","Sigma Gamma Rho",""
"Eastern Michigan University","Delta Sigma Theta",""
"Eastern Michigan University","Phi Sigma Sigma",""
"Eastern Michigan University","Sigma Kappa",""
"Eastern New Mexico University","Chi Omega",""
"Eastern New Mexico University","Zeta Tau Alpha",""
"Elizabeth City State University","Delta Sigma Theta",""
"Elizabeth City State University","Sigma Gamma Rho",""
"Elizabeth City State University","Zeta Phi Beta",""
"Elizabeth City State University","Alpha Kappa Alpha",""
"Elmhurst University","Kappa Kappa Gamma",""
"Elmhurst University","Sigma Kappa",""
"Elmhurst University","Phi Mu",""
"Elmhurst University","Alpha Phi",""
"Elon University","Sigma Gamma Rho",""
"Elon University","Delta Sigma Theta",""
"Elon University","Alpha Kappa Alpha",""
"Elon University","Zeta Phi Beta",""
"Elon University","Phi Mu",""
"Elon University","Sigma Kappa",""
"Elon University","Sigma Sigma Sigma",""
"Elon University","Alpha Xi Delta",""
"Elon University","Zeta Tau Alpha",""
"Elon University","Alpha Omicron Pi",""
"Elon University","Delta Delta Delta",""
"Elon University","Kappa Delta",""
"Elon University","Alpha Chi Omega",""
"Embry-Riddle Aeronautical University","Alpha Sigma Tau",""
"Embry-Riddle Aeronautical University","Sigma Sigma Rho",""
"Embry-Riddle Aeronautical University","Lambda Theta Alpha",""
"Embry-Riddle Aeronautical University","Theta Phi Alpha",""
"Embry-Riddle Aeronautical University","Sigma Sigma Sigma",""
"Embry-Riddle Aeronautical University","Alpha Xi Delta",""
"Embry-Riddle Aeronautical University-Daytona Beach","",""
"Embry-Riddle Aeronautical University-Prescott","",""
"Emerson College","Alpha Epsilon Phi",""
"Emory University","",""
"Emory University","Alpha Delta Pi",""
"Emory University","Gamma Phi Beta",""
"Emory University","Kappa Kappa Gamma",""
"Emory University","Pi Beta Phi",""
"Emory University","Alpha Kappa Alpha",""
"Emory University","Delta Sigma Theta",""
"Emory University","Alpha Epsilon Phi",""
"Emory University","Kappa Alpha Theta",""
"Emory University","Delta Phi Epsilon",""
"Emory University","Sigma Delta Tau",""
"Emory University","Delta Delta Delta",""
"Emory University","Sigma Alpha Omega",""
"Emporia State University","Alpha Sigma Tau",""
"Emporia State University","Zeta Phi Beta",""
"Emporia State University","Kappa Delta Chi",""
"Emporia State University","Chi Omega",""
"Emporia State University","Alpha Sigma Alpha",""
"Emporia State University","Sigma Gamma Rho",""
"Emporia State University","Sigma Sigma Sigma",""
"Eureka College","Delta Zeta",""
"Fairleigh Dickinson University","Delta Phi Epsilon",""
"Fairleigh Dickinson University","Zeta Phi Beta",""
"Fairleigh Dickinson University","Delta Sigma Theta",""
"Fairleigh Dickinson University","Zeta Tau Alpha",""
"Fairleigh Dickinson University","Phi Sigma Sigma",""
"Fairleigh Dickinson University","Theta Phi Alpha",""
"Fairleigh Dickinson University","Sigma Gamma Rho",""
"Fairleigh Dickinson University","Alpha Sigma Tau",""
"Fairleigh Dickinson University","Alpha Epsilon Phi",""
"Fairleigh Dickinson University","",""
"Fairleigh Dickinson University","Alpha Kappa Alpha",""
"Farmingdale State College","Phi Sigma Sigma",""
"Farmingdale State College","Sigma Delta Tau",""
"Fayetteville State University","Sigma Gamma Rho",""
"Fayetteville State University","Zeta Phi Beta",""
"Fayetteville State University","Alpha Kappa Alpha",""
"Fayetteville State University","Delta Sigma Theta",""
"Ferris State University","Delta Sigma Theta",""
"Ferris State University","Alpha Sigma Tau",""
"Ferris State University","Phi Sigma Sigma",""
"Ferris State University","Zeta Tau Alpha",""
"Ferris State University","Zeta Phi Beta",""
"Ferris State University","Delta Zeta",""
"Ferris State University","Alpha Xi Delta",""
"Fitchburg State University","Phi Sigma Sigma",""
"Fitchburg State University","Alpha Sigma Tau",""
"Fitchburg State University","Sigma Sigma Sigma",""
"Florida Agricultural and Mechanical University","",""
"Florida Atlantic University","",""
"Florida Atlantic University","Zeta Phi Beta",""
"Florida Atlantic University","",""
"Florida Atlantic University","Alpha Delta Pi",""
"Florida Atlantic University","Phi Mu",""
"Florida Atlantic University","Alpha Xi Delta",""
"Florida Atlantic University","Alpha Kappa Alpha",""
"Florida Atlantic University","Delta Phi Epsilon",""
